[30 05:46:42 130@hack.py:Hack] Episode 0/1000, Total Reward: 0.0
[30 06:50:35 130@hack.py:Hack] Episode 687/1000, Total Reward: 0.0
[30 06:50:40 130@hack.py:Hack] Episode 688/1000, Total Reward: 0.0
[30 06:50:46 130@hack.py:Hack] Episode 689/1000, Total Reward: 0.0
[30 06:50:51 130@hack.py:Hack] Episode 690/1000, Total Reward: 0.0
[30 06:50:57 130@hack.py:Hack] Episode 691/1000, Total Reward: 0.0
[30 06:51:03 130@hack.py:Hack] Episode 692/1000, Total Reward: -0.02
[30 06:51:09 130@hack.py:Hack] Episode 693/1000, Total Reward: 0.0
[30 06:51:14 130@hack.py:Hack] Episode 694/1000, Total Reward: 0.0
[30 06:51:20 130@hack.py:Hack] Episode 695/1000, Total Reward: 0.0
[30 06:51:26 130@hack.py:Hack] Episode 696/1000, Total Reward: 0.0
[30 06:51:32 130@hack.py:Hack] Episode 697/1000, Total Reward: 0.0
[30 06:51:38 130@hack.py:Hack] Episode 698/1000, Total Reward: 0.0
[30 06:51:43 130@hack.py:Hack] Episode 699/1000, Total Reward: 0.0
[30 06:51:49 130@hack.py:Hack] Episode 700/1000, Total Reward: -0.20000000000000004
[30 06:51:55 130@hack.py:Hack] Episode 701/1000, Total Reward: 0.0
[30 06:52:01 130@hack.py:Hack] Episode 702/1000, Total Reward: 0.0
[30 06:52:06 130@hack.py:Hack] Episode 703/1000, Total Reward: 0.0
[30 06:52:12 130@hack.py:Hack] Episode 704/1000, Total Reward: 0.0
[30 06:52:17 130@hack.py:Hack] Episode 705/1000, Total Reward: 0.0
[30 06:52:23 130@hack.py:Hack] Episode 706/1000, Total Reward: 0.0
[30 06:52:28 130@hack.py:Hack] Episode 707/1000, Total Reward: 0.0
[30 06:52:34 130@hack.py:Hack] Episode 708/1000, Total Reward: 0.0
[30 06:52:40 130@hack.py:Hack] Episode 709/1000, Total Reward: 0.0
[30 06:52:45 130@hack.py:Hack] Episode 710/1000, Total Reward: 0.0
[30 06:52:51 130@hack.py:Hack] Episode 711/1000, Total Reward: 0.0
[30 06:52:56 130@hack.py:Hack] Episode 712/1000, Total Reward: 0.0
[30 06:53:02 130@hack.py:Hack] Episode 713/1000, Total Reward: 0.0
[30 06:53:07 130@hack.py:Hack] Episode 714/1000, Total Reward: 0.0
[30 06:53:13 130@hack.py:Hack] Episode 715/1000, Total Reward: 0.0
[30 06:53:20 130@hack.py:Hack] Episode 716/1000, Total Reward: -0.3200000000000001
[30 06:53:26 130@hack.py:Hack] Episode 717/1000, Total Reward: 0.0
[30 06:53:32 130@hack.py:Hack] Episode 718/1000, Total Reward: 0.0
[30 06:53:38 130@hack.py:Hack] Episode 719/1000, Total Reward: -0.18000000000000002
[30 06:53:44 130@hack.py:Hack] Episode 720/1000, Total Reward: -0.24000000000000007
[30 06:53:50 130@hack.py:Hack] Episode 721/1000, Total Reward: 0.0
[30 06:53:56 130@hack.py:Hack] Episode 722/1000, Total Reward: 0.0
[30 06:54:01 130@hack.py:Hack] Episode 723/1000, Total Reward: 0.0
[30 06:54:07 130@hack.py:Hack] Episode 724/1000, Total Reward: 0.0
[30 06:54:13 130@hack.py:Hack] Episode 725/1000, Total Reward: 0.0
[30 06:54:20 130@hack.py:Hack] Episode 726/1000, Total Reward: -0.23000000000000007
[30 06:54:26 130@hack.py:Hack] Episode 727/1000, Total Reward: 0.0
[30 06:54:31 130@hack.py:Hack] Episode 728/1000, Total Reward: 0.0
[30 06:54:37 130@hack.py:Hack] Episode 729/1000, Total Reward: 0.0
[30 06:54:43 130@hack.py:Hack] Episode 730/1000, Total Reward: -0.09
[30 06:54:49 130@hack.py:Hack] Episode 731/1000, Total Reward: 0.0
[30 06:54:54 130@hack.py:Hack] Episode 732/1000, Total Reward: 0.0
[30 06:55:00 130@hack.py:Hack] Episode 733/1000, Total Reward: 0.0
[30 06:55:05 130@hack.py:Hack] Episode 734/1000, Total Reward: 0.0
[30 06:55:11 130@hack.py:Hack] Episode 735/1000, Total Reward: 0.0
[30 06:55:16 130@hack.py:Hack] Episode 736/1000, Total Reward: 0.0
[30 06:55:22 130@hack.py:Hack] Episode 737/1000, Total Reward: 0.0
[30 06:55:27 130@hack.py:Hack] Episode 738/1000, Total Reward: 0.0
[30 06:55:33 130@hack.py:Hack] Episode 739/1000, Total Reward: 0.0
[30 06:55:39 130@hack.py:Hack] Episode 740/1000, Total Reward: 0.0
[30 06:55:45 130@hack.py:Hack] Episode 741/1000, Total Reward: 0.0
[30 06:55:50 130@hack.py:Hack] Episode 742/1000, Total Reward: 0.0
[30 06:55:56 130@hack.py:Hack] Episode 743/1000, Total Reward: 0.0
[30 06:56:01 130@hack.py:Hack] Episode 744/1000, Total Reward: 0.0
[30 06:56:07 130@hack.py:Hack] Episode 745/1000, Total Reward: 0.0
[30 06:56:13 130@hack.py:Hack] Episode 746/1000, Total Reward: 0.0
[30 06:56:19 130@hack.py:Hack] Episode 747/1000, Total Reward: 0.0
[30 06:56:24 130@hack.py:Hack] Episode 748/1000, Total Reward: 0.0
[30 06:56:30 130@hack.py:Hack] Episode 749/1000, Total Reward: 0.0
[30 06:56:35 130@hack.py:Hack] Episode 750/1000, Total Reward: 0.0
[30 06:56:41 130@hack.py:Hack] Episode 751/1000, Total Reward: -0.16
[30 06:56:46 130@hack.py:Hack] Episode 752/1000, Total Reward: 0.0
[30 06:56:52 130@hack.py:Hack] Episode 753/1000, Total Reward: 0.0
[30 06:56:58 130@hack.py:Hack] Episode 754/1000, Total Reward: 0.0
[30 06:57:03 130@hack.py:Hack] Episode 755/1000, Total Reward: 0.0
[30 06:57:09 130@hack.py:Hack] Episode 756/1000, Total Reward: 0.0
[30 06:57:15 130@hack.py:Hack] Episode 757/1000, Total Reward: 0.0
[30 06:57:21 130@hack.py:Hack] Episode 758/1000, Total Reward: 0.0
[30 06:57:26 130@hack.py:Hack] Episode 759/1000, Total Reward: 0.0
[30 06:57:32 130@hack.py:Hack] Episode 760/1000, Total Reward: 0.0
[30 06:57:38 130@hack.py:Hack] Episode 761/1000, Total Reward: 0.0
[30 06:57:43 130@hack.py:Hack] Episode 762/1000, Total Reward: -0.21000000000000005
[30 06:57:49 130@hack.py:Hack] Episode 763/1000, Total Reward: 0.0
[30 06:57:54 130@hack.py:Hack] Episode 764/1000, Total Reward: 0.0
[30 06:58:00 130@hack.py:Hack] Episode 765/1000, Total Reward: 0.0
[30 06:58:05 130@hack.py:Hack] Episode 766/1000, Total Reward: 0.0
[30 06:58:11 130@hack.py:Hack] Episode 767/1000, Total Reward: 0.0
[30 06:58:16 130@hack.py:Hack] Episode 768/1000, Total Reward: 0.0
[30 06:58:22 130@hack.py:Hack] Episode 769/1000, Total Reward: 0.0
[30 06:58:27 130@hack.py:Hack] Episode 770/1000, Total Reward: 0.0
[30 06:58:33 130@hack.py:Hack] Episode 771/1000, Total Reward: 0.0
[30 06:58:38 130@hack.py:Hack] Episode 772/1000, Total Reward: 0.0
[30 06:58:44 130@hack.py:Hack] Episode 773/1000, Total Reward: 0.0
[30 06:58:49 130@hack.py:Hack] Episode 774/1000, Total Reward: 0.0
[30 06:58:55 130@hack.py:Hack] Episode 775/1000, Total Reward: 0.0
[30 06:59:00 130@hack.py:Hack] Episode 776/1000, Total Reward: 0.0
[30 06:59:06 130@hack.py:Hack] Episode 777/1000, Total Reward: 0.0
[30 06:59:11 130@hack.py:Hack] Episode 778/1000, Total Reward: 0.0
[30 06:59:17 130@hack.py:Hack] Episode 779/1000, Total Reward: 0.0
[30 06:59:23 130@hack.py:Hack] Episode 780/1000, Total Reward: 0.0
[30 06:59:28 130@hack.py:Hack] Episode 781/1000, Total Reward: 0.0
[30 06:59:34 130@hack.py:Hack] Episode 782/1000, Total Reward: 0.0
[30 06:59:39 130@hack.py:Hack] Episode 783/1000, Total Reward: -0.25000000000000006
[30 06:59:45 130@hack.py:Hack] Episode 784/1000, Total Reward: 0.0
[30 06:59:50 130@hack.py:Hack] Episode 785/1000, Total Reward: 0.0
[30 06:59:56 130@hack.py:Hack] Episode 786/1000, Total Reward: 0.0
[30 07:00:01 130@hack.py:Hack] Episode 787/1000, Total Reward: 0.0
[30 07:00:07 130@hack.py:Hack] Episode 788/1000, Total Reward: 0.0
[30 07:00:13 130@hack.py:Hack] Episode 789/1000, Total Reward: 0.0
[30 07:00:18 130@hack.py:Hack] Episode 790/1000, Total Reward: 0.0
[30 07:00:24 130@hack.py:Hack] Episode 791/1000, Total Reward: 0.0
[30 07:00:29 130@hack.py:Hack] Episode 792/1000, Total Reward: -0.15
[30 07:00:35 130@hack.py:Hack] Episode 793/1000, Total Reward: 0.0
[30 07:00:40 130@hack.py:Hack] Episode 794/1000, Total Reward: 0.0
[30 07:00:46 130@hack.py:Hack] Episode 795/1000, Total Reward: 0.0
[30 07:00:52 130@hack.py:Hack] Episode 796/1000, Total Reward: 0.0
[30 07:00:57 130@hack.py:Hack] Episode 797/1000, Total Reward: 0.0
[30 07:01:03 130@hack.py:Hack] Episode 798/1000, Total Reward: 0.0
[30 07:01:08 130@hack.py:Hack] Episode 799/1000, Total Reward: 0.0
[30 07:01:14 130@hack.py:Hack] Episode 800/1000, Total Reward: 0.0
[30 07:01:19 130@hack.py:Hack] Episode 801/1000, Total Reward: 0.0
[30 07:01:25 130@hack.py:Hack] Episode 802/1000, Total Reward: 0.0
[30 07:01:30 130@hack.py:Hack] Episode 803/1000, Total Reward: 0.0
[30 07:01:36 130@hack.py:Hack] Episode 804/1000, Total Reward: 0.0
[30 07:01:42 130@hack.py:Hack] Episode 805/1000, Total Reward: 0.0
[30 07:01:48 130@hack.py:Hack] Episode 806/1000, Total Reward: -0.08
[30 07:01:54 130@hack.py:Hack] Episode 807/1000, Total Reward: 0.0
[30 07:01:59 130@hack.py:Hack] Episode 808/1000, Total Reward: 0.0
[30 07:02:05 130@hack.py:Hack] Episode 809/1000, Total Reward: 0.0
[30 07:02:11 130@hack.py:Hack] Episode 810/1000, Total Reward: -0.23000000000000007
[30 07:02:16 130@hack.py:Hack] Episode 811/1000, Total Reward: 0.0
[30 07:02:22 130@hack.py:Hack] Episode 812/1000, Total Reward: 0.0
[30 07:02:27 130@hack.py:Hack] Episode 813/1000, Total Reward: -0.18000000000000002
[30 07:02:33 130@hack.py:Hack] Episode 814/1000, Total Reward: 0.0
[30 07:02:39 130@hack.py:Hack] Episode 815/1000, Total Reward: -0.24000000000000007
[30 07:02:44 130@hack.py:Hack] Episode 816/1000, Total Reward: 0.0
[30 07:02:50 130@hack.py:Hack] Episode 817/1000, Total Reward: 0.0
[30 07:02:55 130@hack.py:Hack] Episode 818/1000, Total Reward: 0.0
[30 07:03:01 130@hack.py:Hack] Episode 819/1000, Total Reward: 0.0
[30 07:03:07 130@hack.py:Hack] Episode 820/1000, Total Reward: 0.0
[30 07:03:12 130@hack.py:Hack] Episode 821/1000, Total Reward: 0.0
[30 07:03:18 130@hack.py:Hack] Episode 822/1000, Total Reward: 0.0
[30 07:03:23 130@hack.py:Hack] Episode 823/1000, Total Reward: 0.0
[30 07:03:29 130@hack.py:Hack] Episode 824/1000, Total Reward: 0.0
[30 07:03:35 130@hack.py:Hack] Episode 825/1000, Total Reward: 0.0
[30 07:03:40 130@hack.py:Hack] Episode 826/1000, Total Reward: 0.0
[30 07:03:46 130@hack.py:Hack] Episode 827/1000, Total Reward: 0.0
[30 07:03:51 130@hack.py:Hack] Episode 828/1000, Total Reward: 0.0
[30 07:03:57 130@hack.py:Hack] Episode 829/1000, Total Reward: 0.0
[30 07:04:02 130@hack.py:Hack] Episode 830/1000, Total Reward: 0.0
[30 07:04:08 130@hack.py:Hack] Episode 831/1000, Total Reward: -0.3100000000000001
[30 07:04:13 130@hack.py:Hack] Episode 832/1000, Total Reward: 0.0
[30 07:04:19 130@hack.py:Hack] Episode 833/1000, Total Reward: 0.0
[30 07:04:24 130@hack.py:Hack] Episode 834/1000, Total Reward: 0.0
[30 07:04:30 130@hack.py:Hack] Episode 835/1000, Total Reward: 0.0
[30 07:04:36 130@hack.py:Hack] Episode 836/1000, Total Reward: -0.3000000000000001
[30 07:04:41 130@hack.py:Hack] Episode 837/1000, Total Reward: 0.0
[30 07:04:44 130@hack.py:Hack] Episode 838/1000, Total Reward: 1.0
[30 07:04:50 130@hack.py:Hack] Episode 839/1000, Total Reward: 0.0
[30 07:04:55 130@hack.py:Hack] Episode 840/1000, Total Reward: 0.0
[30 07:05:01 130@hack.py:Hack] Episode 841/1000, Total Reward: 0.0
[30 07:05:06 130@hack.py:Hack] Episode 842/1000, Total Reward: 0.0
[30 07:05:12 130@hack.py:Hack] Episode 843/1000, Total Reward: 0.0
[30 07:05:17 130@hack.py:Hack] Episode 844/1000, Total Reward: 0.0
[30 07:05:23 130@hack.py:Hack] Episode 845/1000, Total Reward: 0.0
[30 07:05:28 130@hack.py:Hack] Episode 846/1000, Total Reward: 0.0
[30 07:05:34 130@hack.py:Hack] Episode 847/1000, Total Reward: 0.0
[30 07:05:40 130@hack.py:Hack] Episode 848/1000, Total Reward: 0.0
[30 07:05:47 130@hack.py:Hack] Episode 849/1000, Total Reward: 0.0
[30 07:05:52 130@hack.py:Hack] Episode 850/1000, Total Reward: -0.3100000000000001
[30 07:05:58 130@hack.py:Hack] Episode 851/1000, Total Reward: 0.0
[30 07:06:04 130@hack.py:Hack] Episode 852/1000, Total Reward: -0.3000000000000001
[30 07:06:10 130@hack.py:Hack] Episode 853/1000, Total Reward: 0.0
[30 07:06:16 130@hack.py:Hack] Episode 854/1000, Total Reward: 0.0
[30 07:06:22 130@hack.py:Hack] Episode 855/1000, Total Reward: 0.0
[30 07:06:28 130@hack.py:Hack] Episode 856/1000, Total Reward: 0.0
[30 07:06:34 130@hack.py:Hack] Episode 857/1000, Total Reward: 0.0
[30 07:06:39 130@hack.py:Hack] Episode 858/1000, Total Reward: -0.24000000000000007
[30 07:06:45 130@hack.py:Hack] Episode 859/1000, Total Reward: 0.0
[30 07:06:50 130@hack.py:Hack] Episode 860/1000, Total Reward: 0.0
[30 07:06:56 130@hack.py:Hack] Episode 861/1000, Total Reward: 0.0
[30 07:07:01 130@hack.py:Hack] Episode 862/1000, Total Reward: 0.0
[30 07:07:07 130@hack.py:Hack] Episode 863/1000, Total Reward: 0.0
[30 07:07:12 130@hack.py:Hack] Episode 864/1000, Total Reward: 0.0
[30 07:07:18 130@hack.py:Hack] Episode 865/1000, Total Reward: 0.0
[30 07:07:24 130@hack.py:Hack] Episode 866/1000, Total Reward: 0.0
[30 07:07:29 130@hack.py:Hack] Episode 867/1000, Total Reward: 0.0
[30 07:07:34 130@hack.py:Hack] Episode 868/1000, Total Reward: 1.0
[30 07:07:39 130@hack.py:Hack] Episode 869/1000, Total Reward: 0.0
[30 07:07:46 130@hack.py:Hack] Episode 870/1000, Total Reward: 0.0
[30 07:07:52 130@hack.py:Hack] Episode 871/1000, Total Reward: 0.0
[30 07:07:57 130@hack.py:Hack] Episode 872/1000, Total Reward: 0.0
[30 07:08:03 130@hack.py:Hack] Episode 873/1000, Total Reward: -0.09
[30 07:08:08 130@hack.py:Hack] Episode 874/1000, Total Reward: 0.0
[30 07:08:14 130@hack.py:Hack] Episode 875/1000, Total Reward: -0.25000000000000006
[30 07:08:19 130@hack.py:Hack] Episode 876/1000, Total Reward: 0.0
[30 07:08:25 130@hack.py:Hack] Episode 877/1000, Total Reward: 0.0
[30 07:08:30 130@hack.py:Hack] Episode 878/1000, Total Reward: 0.0
[30 07:08:36 130@hack.py:Hack] Episode 879/1000, Total Reward: 0.0
[30 07:08:41 130@hack.py:Hack] Episode 880/1000, Total Reward: 0.0
[30 07:08:47 130@hack.py:Hack] Episode 881/1000, Total Reward: 0.0
[30 07:08:52 130@hack.py:Hack] Episode 882/1000, Total Reward: 0.0
[30 07:08:58 130@hack.py:Hack] Episode 883/1000, Total Reward: -0.22000000000000006
[30 07:09:03 130@hack.py:Hack] Episode 884/1000, Total Reward: 0.0
[30 07:09:09 130@hack.py:Hack] Episode 885/1000, Total Reward: 0.0
[30 07:09:14 130@hack.py:Hack] Episode 886/1000, Total Reward: 0.0
[30 07:09:19 130@hack.py:Hack] Episode 887/1000, Total Reward: 0.0
[30 07:09:25 130@hack.py:Hack] Episode 888/1000, Total Reward: 0.0
[30 07:09:30 130@hack.py:Hack] Episode 889/1000, Total Reward: 0.0
[30 07:09:36 130@hack.py:Hack] Episode 890/1000, Total Reward: 0.0
[30 07:09:41 130@hack.py:Hack] Episode 891/1000, Total Reward: -0.16
[30 07:09:46 130@hack.py:Hack] Episode 892/1000, Total Reward: 0.0
[30 07:09:52 130@hack.py:Hack] Episode 893/1000, Total Reward: 0.0
[30 07:09:57 130@hack.py:Hack] Episode 894/1000, Total Reward: 0.0
[30 07:10:03 130@hack.py:Hack] Episode 895/1000, Total Reward: 0.0
[30 07:10:08 130@hack.py:Hack] Episode 896/1000, Total Reward: 0.0
[30 07:10:14 130@hack.py:Hack] Episode 897/1000, Total Reward: -0.3100000000000001
[30 07:10:19 130@hack.py:Hack] Episode 898/1000, Total Reward: 0.0
[30 07:10:25 130@hack.py:Hack] Episode 899/1000, Total Reward: 0.0
[30 07:10:30 130@hack.py:Hack] Episode 900/1000, Total Reward: 0.0
[30 07:10:36 130@hack.py:Hack] Episode 901/1000, Total Reward: -0.25000000000000006
[30 07:10:41 130@hack.py:Hack] Episode 902/1000, Total Reward: 0.0
[30 07:10:46 130@hack.py:Hack] Episode 903/1000, Total Reward: 0.0
[30 07:10:52 130@hack.py:Hack] Episode 904/1000, Total Reward: 0.0
[30 07:10:58 130@hack.py:Hack] Episode 905/1000, Total Reward: 0.0
[30 07:11:03 130@hack.py:Hack] Episode 906/1000, Total Reward: 0.0
[30 07:11:09 130@hack.py:Hack] Episode 907/1000, Total Reward: 0.0
[30 07:11:14 130@hack.py:Hack] Episode 908/1000, Total Reward: 0.0
[30 07:11:20 130@hack.py:Hack] Episode 909/1000, Total Reward: 0.0
[30 07:11:25 130@hack.py:Hack] Episode 910/1000, Total Reward: 0.0
[30 07:11:31 130@hack.py:Hack] Episode 911/1000, Total Reward: 0.0
[30 07:11:36 130@hack.py:Hack] Episode 912/1000, Total Reward: 0.0
[30 07:11:42 130@hack.py:Hack] Episode 913/1000, Total Reward: -0.13999999999999999
[30 07:11:47 130@hack.py:Hack] Episode 914/1000, Total Reward: 0.0
[30 07:11:52 130@hack.py:Hack] Episode 915/1000, Total Reward: 0.0
[30 07:11:58 130@hack.py:Hack] Episode 916/1000, Total Reward: 0.0
[30 07:12:03 130@hack.py:Hack] Episode 917/1000, Total Reward: 0.0
[30 07:12:09 130@hack.py:Hack] Episode 918/1000, Total Reward: -0.22000000000000006
[30 07:12:14 130@hack.py:Hack] Episode 919/1000, Total Reward: 0.0
[30 07:12:20 130@hack.py:Hack] Episode 920/1000, Total Reward: 0.0
[30 07:12:25 130@hack.py:Hack] Episode 921/1000, Total Reward: 0.0
[30 07:12:31 130@hack.py:Hack] Episode 922/1000, Total Reward: 0.0
[30 07:12:34 130@hack.py:Hack] Episode 923/1000, Total Reward: 1.0
[30 07:12:40 130@hack.py:Hack] Episode 924/1000, Total Reward: -0.22000000000000006
[30 07:12:45 130@hack.py:Hack] Episode 925/1000, Total Reward: 0.0
[30 07:12:51 130@hack.py:Hack] Episode 926/1000, Total Reward: 0.0
[30 07:12:56 130@hack.py:Hack] Episode 927/1000, Total Reward: 0.0
[30 07:13:02 130@hack.py:Hack] Episode 928/1000, Total Reward: 0.0
[30 07:13:07 130@hack.py:Hack] Episode 929/1000, Total Reward: 0.0
[30 07:13:12 130@hack.py:Hack] Episode 930/1000, Total Reward: 0.0
[30 07:13:18 130@hack.py:Hack] Episode 931/1000, Total Reward: -0.16
[30 07:13:24 130@hack.py:Hack] Episode 932/1000, Total Reward: 0.0
[30 07:13:30 130@hack.py:Hack] Episode 933/1000, Total Reward: 0.0
[30 07:13:36 130@hack.py:Hack] Episode 934/1000, Total Reward: 0.0
[30 07:13:41 130@hack.py:Hack] Episode 935/1000, Total Reward: 0.0
[30 07:13:47 130@hack.py:Hack] Episode 936/1000, Total Reward: -0.20000000000000004
[30 07:13:53 130@hack.py:Hack] Episode 937/1000, Total Reward: 0.0
[30 07:13:59 130@hack.py:Hack] Episode 938/1000, Total Reward: 0.0
[30 07:14:04 130@hack.py:Hack] Episode 939/1000, Total Reward: 0.0
[30 07:14:10 130@hack.py:Hack] Episode 940/1000, Total Reward: 0.0
[30 07:14:16 130@hack.py:Hack] Episode 941/1000, Total Reward: 0.0
[30 07:14:22 130@hack.py:Hack] Episode 942/1000, Total Reward: 0.0
[30 07:14:26 130@hack.py:Hack] Episode 943/1000, Total Reward: 1.0
[30 07:14:32 130@hack.py:Hack] Episode 944/1000, Total Reward: -0.25000000000000006
[30 07:14:38 130@hack.py:Hack] Episode 945/1000, Total Reward: -0.2700000000000001
[30 07:14:43 130@hack.py:Hack] Episode 946/1000, Total Reward: -0.16
[30 07:14:49 130@hack.py:Hack] Episode 947/1000, Total Reward: 0.0
[30 07:14:55 130@hack.py:Hack] Episode 948/1000, Total Reward: -0.16
[30 07:15:00 130@hack.py:Hack] Episode 949/1000, Total Reward: 0.0
[30 07:15:06 130@hack.py:Hack] Episode 950/1000, Total Reward: -0.11999999999999998
[30 07:15:12 130@hack.py:Hack] Episode 951/1000, Total Reward: 0.0
[30 07:15:17 130@hack.py:Hack] Episode 952/1000, Total Reward: 0.0
[30 07:15:23 130@hack.py:Hack] Episode 953/1000, Total Reward: 0.0
[30 07:15:28 130@hack.py:Hack] Episode 954/1000, Total Reward: 0.0
[30 07:15:34 130@hack.py:Hack] Episode 955/1000, Total Reward: 0.0
[30 07:15:39 130@hack.py:Hack] Episode 956/1000, Total Reward: 0.0
[30 07:15:45 130@hack.py:Hack] Episode 957/1000, Total Reward: -0.08
[30 07:15:50 130@hack.py:Hack] Episode 958/1000, Total Reward: 0.0
[30 07:15:56 130@hack.py:Hack] Episode 959/1000, Total Reward: 0.0
[30 07:16:02 130@hack.py:Hack] Episode 960/1000, Total Reward: 0.0
[30 07:16:08 130@hack.py:Hack] Episode 961/1000, Total Reward: 0.0
[30 07:16:14 130@hack.py:Hack] Episode 962/1000, Total Reward: 0.0
[30 07:16:19 130@hack.py:Hack] Episode 963/1000, Total Reward: 0.0
[30 07:16:25 130@hack.py:Hack] Episode 964/1000, Total Reward: -0.16
[30 07:16:30 130@hack.py:Hack] Episode 965/1000, Total Reward: 0.0
[30 07:16:36 130@hack.py:Hack] Episode 966/1000, Total Reward: 0.0
[30 07:16:41 130@hack.py:Hack] Episode 967/1000, Total Reward: 0.0
[30 07:16:47 130@hack.py:Hack] Episode 968/1000, Total Reward: -0.25000000000000006
[30 07:16:52 130@hack.py:Hack] Episode 969/1000, Total Reward: 0.0
[30 07:16:58 130@hack.py:Hack] Episode 970/1000, Total Reward: 0.0
[30 07:17:03 130@hack.py:Hack] Episode 971/1000, Total Reward: 0.0
[30 07:17:10 130@hack.py:Hack] Episode 972/1000, Total Reward: 0.0
[30 07:17:15 130@hack.py:Hack] Episode 973/1000, Total Reward: 0.0
[30 07:17:21 130@hack.py:Hack] Episode 974/1000, Total Reward: 0.0
[30 07:17:27 130@hack.py:Hack] Episode 975/1000, Total Reward: 0.0
[30 07:17:33 130@hack.py:Hack] Episode 976/1000, Total Reward: 0.0
[30 07:17:38 130@hack.py:Hack] Episode 977/1000, Total Reward: 0.0
[30 07:17:44 130@hack.py:Hack] Episode 978/1000, Total Reward: 0.0
[30 07:17:50 130@hack.py:Hack] Episode 979/1000, Total Reward: 0.0
[30 07:17:56 130@hack.py:Hack] Episode 980/1000, Total Reward: 0.0
[30 07:18:02 130@hack.py:Hack] Episode 981/1000, Total Reward: -0.17
[30 07:18:07 130@hack.py:Hack] Episode 982/1000, Total Reward: 0.0
[30 07:18:13 130@hack.py:Hack] Episode 983/1000, Total Reward: 0.0
[30 07:18:19 130@hack.py:Hack] Episode 984/1000, Total Reward: 0.0
[30 07:18:24 130@hack.py:Hack] Episode 985/1000, Total Reward: 0.0
[30 07:18:30 130@hack.py:Hack] Episode 986/1000, Total Reward: 0.0
[30 07:18:36 130@hack.py:Hack] Episode 987/1000, Total Reward: 0.0
[30 07:18:42 130@hack.py:Hack] Episode 988/1000, Total Reward: 0.0
[30 07:18:47 130@hack.py:Hack] Episode 989/1000, Total Reward: 0.0
[30 07:18:53 130@hack.py:Hack] Episode 990/1000, Total Reward: -0.24000000000000007
[30 07:18:59 130@hack.py:Hack] Episode 991/1000, Total Reward: 0.0
[30 07:19:04 130@hack.py:Hack] Episode 992/1000, Total Reward: 0.0
[30 07:19:10 130@hack.py:Hack] Episode 993/1000, Total Reward: 0.0
[30 07:19:15 130@hack.py:Hack] Episode 994/1000, Total Reward: 0.0
[30 07:19:21 130@hack.py:Hack] Episode 995/1000, Total Reward: -0.18000000000000002
[30 07:19:27 130@hack.py:Hack] Episode 996/1000, Total Reward: -0.13999999999999999
[30 07:19:32 130@hack.py:Hack] Episode 997/1000, Total Reward: 0.0
[30 07:19:38 130@hack.py:Hack] Episode 998/1000, Total Reward: 0.0
[30 07:19:44 130@hack.py:Hack] Episode 999/1000, Total Reward: 0.0
